repo_name,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count,watchers_count,size
velero,Go,2017-08-02T17:22:11Z,2026-02-07T21:22:55Z,9789,1509,680,9789,57717
pq,Go,2012-03-12T18:50:22Z,2026-02-08T06:35:01Z,9788,938,86,9788,1360
client-go,Go,2016-08-25T00:19:38Z,2026-02-08T08:21:17Z,9777,3029,0,9777,30793
CLIProxyAPI,Go,2025-07-01T19:43:27Z,2026-02-08T08:40:20Z,9746,1542,76,9746,7018
buildkit,Go,2017-05-31T17:04:10Z,2026-02-07T17:21:47Z,9745,1363,928,9745,57731
nezha,Go,2019-11-09T04:01:45Z,2026-02-08T02:53:21Z,9731,1585,55,9731,12281
miller,Go,2015-05-03T23:00:37Z,2026-02-08T07:12:23Z,9722,231,127,9722,210784
Reloader,Go,2018-07-04T13:42:50Z,2026-02-07T22:09:17Z,9665,624,148,9665,27796
git-bug,Go,2018-07-12T07:55:57Z,2026-02-08T06:12:50Z,9662,293,148,9662,31271
The-Golang-Standard-Library-by-Example,Go,2013-04-14T02:21:23Z,2026-02-08T05:43:18Z,9586,2006,35,9586,518
tile38,Go,2016-03-04T23:07:44Z,2026-02-07T19:57:34Z,9572,609,154,9572,50655
eino,Go,2024-12-04T06:47:27Z,2026-02-08T06:18:56Z,9558,739,98,9558,9623
httpx,Go,2020-05-28T22:51:24Z,2026-02-08T06:23:56Z,9517,1017,28,9517,10835
watermill,Go,2018-11-08T21:01:09Z,2026-02-07T18:17:17Z,9498,491,100,9498,27981
golearn,Go,2013-12-26T13:06:14Z,2026-02-06T04:40:51Z,9451,1179,89,9451,27723
tilt,Go,2018-08-07T16:00:26Z,2026-02-07T20:27:19Z,9414,379,510,9414,112042
flannel,Go,2014-07-10T17:45:29Z,2026-02-08T08:12:00Z,9401,2900,19,9401,67201
xgo,Go,2015-12-12T01:21:39Z,2026-02-08T01:18:53Z,9390,563,47,9390,25931
mock,Go,2015-06-12T17:15:11Z,2026-02-05T15:40:25Z,9383,602,81,9383,669
KrillinAI,Go,2024-12-17T01:59:22Z,2026-02-08T08:40:36Z,9375,800,23,9375,76918
gobot,Go,2013-09-21T14:09:19Z,2026-02-05T19:25:49Z,9374,1064,97,9374,13494
cfssl,Go,2014-07-07T23:49:12Z,2026-02-06T22:58:30Z,9356,1146,331,9356,44353
bbolt,Go,2017-06-17T01:42:09Z,2026-02-07T16:01:55Z,9346,718,31,9346,2834
gorse,Go,2018-08-14T11:01:09Z,2026-02-08T06:48:50Z,9344,857,117,9344,13748
terragrunt,Go,2016-05-23T22:17:48Z,2026-02-07T18:54:52Z,9284,1137,251,9284,63437
hetty,Go,2019-11-17T14:16:23Z,2026-02-08T02:31:44Z,9281,513,30,9281,1887
lago,Go,2022-02-28T09:22:45Z,2026-02-08T07:41:16Z,9256,528,22,9256,155186
pgweb,Go,2014-10-09T01:41:32Z,2026-02-06T05:29:48Z,9247,824,41,9247,24488
lego,Go,2015-06-08T00:36:41Z,2026-02-07T20:37:02Z,9238,1109,143,9238,17523
cog,Go,2021-02-26T23:43:09Z,2026-02-07T21:20:22Z,9229,655,448,9229,32325
sonic,Go,2021-05-25T03:52:51Z,2026-02-07T16:34:06Z,9175,433,30,9175,31154
cadence,Go,2017-02-21T16:10:18Z,2026-02-07T19:25:46Z,9168,882,198,9168,84180
client,Go,2015-01-11T17:17:12Z,2026-02-07T22:54:16Z,9159,1275,4251,9159,735227
go-fundamental-programming,Go,2013-03-20T21:54:32Z,2026-02-07T09:21:19Z,9158,2033,2,9158,345
textql,Go,2014-02-03T03:48:49Z,2026-02-04T14:33:51Z,9118,296,39,9118,1038
reviewdog,Go,2016-10-17T11:58:34Z,2026-02-08T01:00:21Z,9059,479,141,9059,5949
pprof,Go,2016-01-29T01:52:07Z,2026-02-06T09:43:28Z,9042,651,54,9042,6680
lf,Go,2016-08-13T12:45:44Z,2026-02-08T08:06:48Z,9032,360,65,9032,4308
golang-design-pattern,Go,2016-03-12T14:55:45Z,2026-02-07T21:37:02Z,9026,2097,4,9026,1045
gdrive,Go,2013-01-01T19:34:16Z,2026-02-05T13:20:15Z,8980,1171,433,8980,491
kubebuilder,Go,2018-03-14T21:26:14Z,2026-02-08T08:32:22Z,8979,1625,37,8979,74936
aws-vault,Go,2015-08-11T12:09:34Z,2026-02-08T07:17:06Z,8954,859,1,8954,9730
ginkgo,Go,2013-08-23T20:53:05Z,2026-02-06T15:24:54Z,8943,692,117,8943,8386
Yearning,Go,2017-10-18T14:08:50Z,2026-02-06T11:04:01Z,8916,2037,159,8916,447772
raft,Go,2013-11-05T00:41:20Z,2026-02-07T18:32:06Z,8915,1054,47,8915,2294
go-admin,Go,2018-06-19T07:13:07Z,2026-02-06T09:18:06Z,8913,1401,241,8913,52296
immudb,Go,2019-11-07T08:22:16Z,2026-02-07T15:58:20Z,8912,360,141,8912,40009
sealed-secrets,Go,2017-05-29T03:09:47Z,2026-02-08T08:17:48Z,8891,757,71,8891,42584
jwt,Go,2021-05-18T22:42:37Z,2026-02-07T15:41:57Z,8889,427,35,8889,1520
pipeline,Go,2018-08-29T18:21:55Z,2026-02-07T14:38:06Z,8874,1868,433,8874,148261
go-app,Go,2016-10-12T00:31:33Z,2026-02-08T08:01:13Z,8855,404,50,8855,239268
up,Go,2018-04-01T19:59:26Z,2026-02-08T05:36:00Z,8824,132,29,8824,856
fission,Go,2016-08-19T03:43:56Z,2026-02-04T19:53:07Z,8824,794,199,8824,60498
atlantis,Go,2018-02-06T20:28:06Z,2026-02-08T00:44:22Z,8817,1222,817,8817,66307
up,Go,2017-06-21T01:20:01Z,2026-01-29T14:22:37Z,8814,386,293,8814,23845
rkt,Go,2014-11-11T23:13:18Z,2026-02-03T09:25:43Z,8797,878,499,8797,26090
soar,Go,2018-10-08T10:05:29Z,2026-02-06T10:38:13Z,8785,1327,75,8785,13018
go-cache,Go,2012-01-02T13:07:13Z,2026-02-07T07:50:15Z,8780,900,76,8780,126
hanko,Go,2022-03-14T17:03:46Z,2026-02-07T22:38:12Z,8771,1012,46,8771,47921
external-dns,Go,2017-02-09T21:34:27Z,2026-02-08T06:46:28Z,8763,2808,183,8763,72495
autoscaler,Go,2017-04-12T00:03:40Z,2026-02-08T06:20:51Z,8758,4312,236,8758,260587
v2,Go,2017-11-20T05:07:17Z,2026-02-08T01:20:40Z,8731,841,261,8731,38095
aws-sdk-go,Go,2014-12-05T05:29:41Z,2026-01-28T15:06:04Z,8714,2058,0,8714,520785
gorush,Go,2016-03-22T07:15:20Z,2026-02-07T10:54:05Z,8689,879,59,8689,6004
mailpit,Go,2022-07-29T11:22:27Z,2026-02-08T07:50:12Z,8676,261,2,8676,3519
gastown,Go,2025-12-16T00:33:33Z,2026-02-08T08:35:03Z,8674,669,314,8674,56098
gosec,Go,2016-07-18T18:01:08Z,2026-02-08T05:14:49Z,8651,678,5,8651,5858
dns,Go,2010-08-03T21:56:23Z,2026-02-07T20:38:20Z,8632,1188,2,8632,16421
origin,Go,2014-07-30T20:04:05Z,2026-02-07T21:35:18Z,8630,4761,257,8630,1363028
