repo_name,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count,watchers_count,size
PapaParse,JavaScript,2013-10-07T20:33:21Z,2026-02-07T22:56:54Z,13370,1176,212,13370,15052
es6-cheatsheet,JavaScript,2016-01-21T20:23:15Z,2026-02-04T02:28:08Z,13353,1119,7,13353,159
2048,JavaScript,2014-03-05T16:03:26Z,2026-02-07T14:32:59Z,13335,17496,131,13335,625
You-Dont-Need-Momentjs,JavaScript,2018-09-08T14:57:38Z,2026-02-07T21:16:49Z,13330,315,33,13330,1146
Mind-Expanding-Books,JavaScript,2015-05-30T10:48:21Z,2026-02-08T03:29:26Z,13312,1146,33,13312,2808
scalene,JavaScript,2019-12-17T20:56:28Z,2026-02-07T17:33:04Z,13270,432,157,13270,18497
create-react-native-app,JavaScript,2017-01-11T17:54:30Z,2026-02-05T17:56:10Z,13270,1351,25,13270,2047
Semantic-UI-React,JavaScript,2015-06-19T16:47:19Z,2026-02-07T20:50:26Z,13249,4050,239,13249,206016
easy-dataset,JavaScript,2025-03-04T16:14:14Z,2026-02-08T08:24:07Z,13221,1313,113,13221,18961
react-canvas,JavaScript,2015-02-05T23:46:30Z,2026-02-07T00:48:39Z,13220,920,79,13220,102
grokking_algorithms,JavaScript,2016-03-02T21:50:52Z,2026-02-08T00:13:26Z,13193,4071,21,13193,110615
loopback,JavaScript,2013-04-09T16:02:18Z,2026-02-06T22:16:37Z,13175,1184,18,13175,8722
cockpit,JavaScript,2013-11-01T17:36:46Z,2026-02-08T06:21:42Z,13129,1224,406,13129,254172
TW-Elements,JavaScript,2012-11-06T12:17:46Z,2026-02-05T02:17:38Z,13115,1590,104,13115,81166
systemjs,JavaScript,2013-05-14T20:45:48Z,2026-02-04T01:02:00Z,13098,1097,77,13098,10932
LibreTV,JavaScript,2025-04-06T10:52:08Z,2026-02-08T07:15:08Z,13091,26935,96,13091,1975
nock,JavaScript,2011-09-22T10:08:03Z,2026-02-08T06:11:35Z,13080,752,89,13080,10130
node-postgres,JavaScript,2010-10-15T23:05:50Z,2026-02-06T19:06:29Z,13053,1301,501,13053,4872
remark,JavaScript,2011-10-11T08:15:16Z,2026-02-07T14:36:03Z,12971,863,178,12971,7144
smartcrop.js,JavaScript,2014-04-03T14:21:19Z,2026-02-07T20:55:00Z,12969,574,22,12969,23243
requirejs,JavaScript,2010-02-03T21:08:14Z,2026-02-07T06:16:41Z,12957,2355,290,12957,14800
prism,JavaScript,2012-07-10T19:47:14Z,2026-02-08T03:55:56Z,12921,1358,472,12921,15035
workbox,JavaScript,2016-04-04T15:55:19Z,2026-02-07T14:35:47Z,12876,866,67,12876,21549
AriaNg,JavaScript,2016-05-13T15:57:42Z,2026-02-08T08:10:28Z,12851,1344,14,12851,2303
iscroll,JavaScript,2010-12-03T19:03:44Z,2026-01-28T06:40:51Z,12850,3765,577,12850,1586
vue-awesome-swiper,JavaScript,2016-10-05T17:15:44Z,2026-02-05T23:30:15Z,12826,1943,307,12826,1196
openmct,JavaScript,2015-06-02T18:40:28Z,2026-02-07T21:27:20Z,12779,1401,1003,12779,86357
learnVue,JavaScript,2017-04-27T09:03:08Z,2026-02-08T03:40:43Z,12710,2552,19,12710,2404
webpack-bundle-analyzer,JavaScript,2016-10-26T04:24:35Z,2026-02-07T14:07:19Z,12685,509,23,12685,3175
bootstrap-datepicker,JavaScript,2012-03-17T01:11:40Z,2026-02-04T16:06:33Z,12669,5946,882,12669,6390
node-inspector,JavaScript,2010-07-17T23:20:19Z,2026-02-06T18:45:44Z,12668,718,243,12668,7522
d2-admin,JavaScript,2018-01-13T16:51:52Z,2026-02-08T02:13:43Z,12665,2444,28,12665,22711
lib-flexible,JavaScript,2014-09-10T07:59:51Z,2026-02-04T03:22:47Z,12552,3442,22,12552,8577
redux-form,JavaScript,2015-07-31T16:07:03Z,2026-02-07T11:27:58Z,12522,1626,496,12522,10020
evergreen,JavaScript,2017-07-30T10:03:14Z,2026-02-05T03:00:32Z,12442,814,80,12442,231668
reaction,JavaScript,2013-09-18T15:30:36Z,2026-02-05T14:57:37Z,12435,2200,94,12435,112684
daedalOS,JavaScript,2020-08-09T06:23:28Z,2026-02-08T08:43:46Z,12421,1102,62,12421,393295
why-did-you-render,JavaScript,2018-11-10T19:31:09Z,2026-02-07T12:09:18Z,12403,222,40,12403,8849
canvas-confetti,JavaScript,2018-01-26T03:38:52Z,2026-02-07T10:59:44Z,12399,449,40,12399,317
node-elm,JavaScript,2017-03-22T10:48:37Z,2026-02-06T03:39:18Z,12380,3725,94,12380,8212
react-redux-universal-hot-example,JavaScript,2015-06-23T16:39:21Z,2026-02-05T19:36:50Z,12369,2482,419,12369,9006
chai-aur-react,JavaScript,2023-08-17T17:38:48Z,2026-02-08T07:24:11Z,12360,1563,231,12360,288
openlayers,JavaScript,2012-06-20T06:53:59Z,2026-02-07T13:33:08Z,12316,3153,871,12316,140277
tippyjs,JavaScript,2017-04-01T06:51:35Z,2026-02-06T08:01:36Z,12306,539,104,12306,17445
browser-sync,JavaScript,2013-10-12T19:35:45Z,2026-02-05T09:34:59Z,12299,757,575,12299,15142
react-color,JavaScript,2015-08-09T18:45:30Z,2026-02-06T06:49:12Z,12294,925,232,12294,5947
