repo_name,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count,watchers_count,size
grpc-dotnet,C#,2018-11-28T18:44:09Z,2026-02-07T11:43:33Z,4452,823,179,4452,9442
Digital-Logic-Sim,C#,2020-11-23T12:45:47Z,2026-02-07T22:23:33Z,4451,534,164,4451,13977
NatTypeTester,C#,2018-05-18T14:15:18Z,2026-02-08T08:04:53Z,4424,256,6,4424,3547
Open-XML-SDK,C#,2014-06-05T16:11:17Z,2026-02-05T16:49:46Z,4422,580,102,4422,87938
electrino,C#,2017-05-02T14:26:49Z,2026-02-03T14:02:20Z,4406,97,21,4406,658
PushSharp,C#,2012-06-08T17:52:47Z,2026-02-07T19:51:12Z,4401,1503,209,4401,10621
docfx,C#,2015-06-24T19:43:53Z,2026-02-07T14:34:01Z,4399,884,420,4399,159687
sqlite-net,C#,2011-04-26T17:33:28Z,2026-02-07T15:19:16Z,4398,1431,610,4398,16137
SimplCommerce,C#,2016-05-21T13:43:01Z,2026-02-07T07:54:17Z,4398,1664,170,4398,117533
Flurl,C#,2014-02-16T23:43:15Z,2026-02-05T06:10:50Z,4391,399,61,4391,5560
ApplicationInspector,C#,2019-10-07T20:30:29Z,2026-02-07T14:14:59Z,4382,368,21,4382,21245
OptiKey,C#,2014-07-14T21:23:52Z,2026-02-06T16:43:25Z,4373,508,125,4373,401231
BootstrapBlazor,C#,2020-03-20T10:37:54Z,2026-02-08T05:07:51Z,4366,374,3,4366,113593
MemoryPack,C#,2022-09-03T05:19:15Z,2026-02-08T07:59:17Z,4366,281,78,4366,2911
WTM,C#,2018-05-24T11:49:10Z,2026-02-03T07:02:13Z,4358,897,105,4358,144584
FreeSql,C#,2018-12-18T03:02:51Z,2026-02-07T02:12:19Z,4355,894,140,4355,24900
ExcelDataReader,C#,2014-07-25T10:36:32Z,2026-02-07T17:04:46Z,4352,1016,45,4352,23092
AspNetCore.Diagnostics.HealthChecks,C#,2018-09-27T10:50:21Z,2026-02-05T22:36:11Z,4351,855,385,4351,10509
