repo_name,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count,watchers_count,size
InvoicePlane,PHP,2014-05-21T12:52:29Z,2026-02-05T19:26:05Z,2976,858,70,2976,23259
phoronix-test-suite,PHP,2014-01-12T04:56:38Z,2026-02-07T03:09:24Z,2969,423,231,2969,27722
ca-bundle,PHP,2016-04-11T13:23:29Z,2026-02-03T15:02:36Z,2967,39,1,2967,837
Unifiedtransform,PHP,2019-03-12T08:34:52Z,2026-02-06T13:06:55Z,2961,1284,154,2961,11811
gitlist,PHP,2012-05-18T04:10:59Z,2026-02-03T11:20:07Z,2956,518,28,2956,4087
fis,PHP,2013-09-15T16:48:09Z,2026-02-06T16:03:54Z,2942,653,282,2942,5035
tracker,PHP,2014-01-17T10:27:18Z,2026-02-04T08:23:30Z,2937,601,199,2937,1184
commonmark,PHP,2014-09-07T19:37:12Z,2026-02-06T16:21:01Z,2925,206,26,2925,6465
sanctum,PHP,2020-01-08T15:53:34Z,2026-02-07T17:19:35Z,2924,312,0,2924,440
monolog-bundle,PHP,2011-10-25T05:25:55Z,2026-02-04T11:36:35Z,2924,240,50,2924,1141
reflection,PHP,2018-06-13T17:38:11Z,2026-02-02T00:33:25Z,2917,18,0,2917,552
alfred-github-workflow,PHP,2013-01-16T11:00:41Z,2026-02-04T15:55:41Z,2915,146,12,2915,734
laravel-gitscrum,PHP,2016-11-18T17:34:36Z,2026-01-27T22:53:44Z,2912,718,61,2912,14481
slugify,PHP,2012-03-23T18:57:44Z,2026-01-27T23:40:45Z,2907,248,31,2907,792
thinkphp,PHP,2011-10-08T03:25:03Z,2026-02-06T09:20:01Z,2906,1490,306,2906,9433
